city,places name,Rating,distance,category,places description
Porbandar,Chowpatty Beach,3.9,2,Wildlife/Nature,"The sandy stretch of Chowpatty Beach in Porbandar is a perfect place for tourists for a lazy afternoon stroll or to sit and enjoy the blue expanse of the Arabian Sea ahead. Other than the serenity, the beach also has to offer stalls of fast food and the speciality drink, Kahwa. Flamingos, seagulls and other sea birds throng the beach throughout the day."
Porbandar,Huzoor Palace,3.9,2,Historical,"Huzoor Palace is a grand, neoclassical structure of the early 20th century, touched with Anglican influences both in architecture and the administration. Featured with ornamental pillars and porticos, and flanked with gardens with fountains, the palace is a view to behold right at the shore of the sea. Visitors crowd in front of the palace during the Navratri festival to pay respects to the previous rulers, but are not allowed inside the palace."
Porbandar,Bileshwar Shiva Temple,3.9,2,Temple,"Bileshwar Shiva temple is a sacred shrine of the God of Destruction, and is revered to the neighbouring communities of Rabaris and Charans. The temple has long-nurtured folklores about it, and the origin story is rooted in a legend where Lord Krishna worships Lord Shiva here with utmost devotion, building a shrine for him. The place gets a heavy footfall on the night of Shivratri."
Porbandar,Khimeshwar Temple,3.9,9,Historical,"The seashore temple of Khimeshwar in the Kuchhdi village is a hidden gem of an attraction, dedicated to Lord Shiva. However, it is more famous as the once-residence of the Pandava brothers. With such historical significance, the summer-time fair in the month of June-July and a sea beach adjacent to it, the temple is a perfect confluence of culture, heritage and nature."
Porbandar,Ramdhun Temple,3.9,2,Temple,"Ramdhun temple is a shrine dedicated to the worship of Lord Rama, along with his associate deities like Sita, Lakshmana and Hanuman. The temple is named so because one can hear Ram dhun, or devotional bhajans being played there round the clock religiously. The temple was built around five decades ago under the patronage of Rambhakt Prem Bhikshuji Maharaj."
Porbandar,Jadeshwar Temple,3.9,0,Temple,"Jadeshwar temple is one of the older Shiva shrines of the city, and has so far maintained a sense of spirituality over and above the commercialisation of the religious places. One unique feature of the temple is that it has an idol of Lord Shiva instead of only the lingam. The place is known for calm, quiet and serenity."
Porbandar,Rokadia Hanuman Temple,3.9,1,Temple,"Followers of Lord Hanuman can visit the site of Rokadia Hanuman temple to witness their god with Gandhamadan Parvat in one hand, the trademark mace in another and Shani Devta under his feet. The deity is regularly worshipped here, and so are the idols of Rama, Sita and Laxman. Being situated in an elevated land, the temple also offers a picturesque view of the town."
Porbandar,Satyanarayan Mandir,3.9,1,Temple,"Satyanarayan avatar of Lord Vishnu resides in this temple and is worshipped by hundreds of devotees every day. Calming hymns and bhajans of Lord Vishnu and Krishna plays in the premise at dawn and dusk. The temple is not only a shrine, but is also a place of education. The authorities offer free education along with books to those who cannot afford it."
Porbandar,Gop,3.9,0,Historical,"Dating back to as early as 550 AD, the Gop temple of Porbandar is a peculiar culmination of numerous faiths as well as architectural styles. The remaining skeleton of the temple has hints of Dravidian, Nagar, Kashmiri as well as slight influence of the Harappan style. Inside there are motifs and inscriptions related to Hinduism and also many unidentified ones. The grand temple stands as an abode of mystery, with much still left to explore from within its ruins."
Porbandar,Sartanji Choro,3.9,0,Historical,"Sartanji Choro used to be a seasonal pavilion of Rana Sartanji, who used to enjoy his leisure time here, composing poems and enjoying the weather. The architecture is visibly Rajput in style, with carvings of musicians and other court entertainers on the pillars."
Porbandar,Rani Baug Park,3.9,1,Wildlife/Nature,"Rani Baug Park is located right in the heart of Porbandar and acts as the lung of the city amidst all the pollution. With more than 50 acres of area, the park houses as many as 840 different plant species, scattered over the different segments of the park. It is a great place to take a break from the busy life, catch a breath and spot some birds and butterflies."
Porbandar,Daria Rajmahal,3.9,2,Historical,"Maharaja Bhavsinhji built the Daria Rajmahal in Porbandar back in the 19th century. On his request, the architecture of the grand palace was a combination of Arabic style edifice, along with Gothic, Italian and certain Renaissance details. Once a home to the royal family, and numeours vintage European furniture, painting and artefacts, the palace is now converted into a college."
Porbandar,Darbargadh,3.9,2,Historical,"Darbargadh is an imperial fort constructed by Rana Sartanji during his regime. The whole palatial structure features authentic Rajput style of architecture. The outer walls are fortified with four giant arch gateways, and inside there are three more. One of them, called the Darbar Bari, is an ornate one with a traditional Rajasthani jharokha, supported by four elephant statues. The palace is a must-visit owing to its grandeur and magnificence."
Rajkot,Watson Museum,4.4,2,Historical,"One of the largest and oldest museums in Gujarat, the Watson Museum is located in the Jubilee Garden area of Rajkot, Gujarat. The museum contains many artefacts and belongings of the Jadeja Rajput dynasty, who were also the founder of the princely state of Rajkot. The Gujarat State Government manages this museum and has preserved this as a part of the state’s long and rich cultural heritage."
Rajkot,Rotary Dolls Museum,4.4,2,Historical,"The Rotary Dolls Museum in Rajkot, Gujarat, is a unique attraction showcasing a diverse collection of over 1,600 dolls from more than 100 countries. Established in 2001, the museum highlights global cultures and traditions through intricately designed dolls dressed in traditional attire. It features themed displays, including sections on Indian weddings, festivals, and international customs."
Rajkot,Funworld Rajkot,4.3,2,Wildlife/Nature,"Funworld, situated in the city of Rajkot, is the first-ever amusement park in Gujarat, which was designed and made available for public access in 1986. One is transported to a different dimension with the sole purpose of providing entertainment at this modern park. Funworld is a destination that mesmerises visitors of all ages, facilitating an opportunity to satisfy one’s appetite for an adventure through its various, unique rides and activities, all in a safe and controlled environment."
Rajkot,Kaba Gandhi no Delo,4.6,1,Historical,"Kaba Gandhi No Delo, located in Rajkot, Gujarat, is the childhood home of Mahatma Gandhi, where he lived during his early years when his father, Karamchand Gandhi, served as the Diwan of Rajkot. Now converted into a museum, it offers insights into Gandhi’s life and values through photographs, personal artifacts, and exhibits. The museum also conducts classes on Gandhi’s philosophy and principles."
Rajkot,Pradhyuman Zoological Park,4.4,4,Wildlife/Nature,"Pradhyuman Zoological Park is located near Lalpari Lake in Rajkot, Gujarat. It is commonly referred to as the Pradhyuman/Rajkot Prani Sanghralaya. The area covered by the park is 137 acres wide. The two lakes surrounding the park – Lake Lalpari and Lake Randarda provide a natural habitat for migratory birds along with the variety of flora and over thirty-five thousand trees."
Rajkot,Mahatma Gandhi Museum,4.5,1,Historical,"The Mahatma Gandhi Museum in Rajkot, Gujarat, is a prominent memorial dedicated to the life and legacy of Mahatma Gandhi. Located in the historic Alfred High School building, where Gandhi received his early education, the museum was inaugurated in 2018. It features interactive exhibits, photographs, letters, and audio-visual presentations chronicling Gandhi's journey and philosophies."
Rajkot,Jubilee Garden,4.1,2,Historical,"Jubilee Garden is situated in Lohana Para, the heart of the ever-bustling and busy city of Rajkot. It is an open garden with an expanse of lush green grasses within its boundaries and is ideal for a family picnic or a day out with friends. Within the Garden area, there is also a museum, an auditorium, a library which is known as Lang Library and a few fairground rides for the amusement of children."
Rajkot,Race Course,3.9,1,Urban/Modern,"Situated in the heart of the city in Rajkot, Race Course is an area which has several enormous and green spacious grounds which are ideal for sports and cultural events. Among several other activities and facilities, the highlight of the complex has an indoor stadium of Olympic standard and a vast cricket ground that also hosts other sporting events and games including football, volleyball and hockey etc."
Rajkot,Swaminarayan Mandir,4.6,1,Temple,"Situated on the Kalawad Road, Swaminarayan Mandir is a revered Hindu temple dedicated to Lord Swaminarayan. Mostly known for its architectural brilliance, the temple is one of the most celebrated temples in Gujarat and is among the top tourist attractions in the city. The temple was set up in 1998 by Bochasanwasi Akshar Purushottam Swaminarayan (BAPS) Sanstha and hence is also known as BAPS Swaminarayan Mandir."
Rajkot,Ranjit Vilas Palace,4.4,1,Historical,"Ranjit Vilas Palace is located in Rajkot, Gujarat, and was built by Maharaja of Wankaner H.H. Amarsinhji. It covers an area of 225 acres. There are no visitors allowed inside the palace except for under special circumstances granted that they have permission from the present descendant of the Jhala dynasty - High Royal Highness Dr. Digvijay Sinh Zala."
Rajkot,Lalpari Lake,4.4,4,Wildlife/Nature,"Lalpari Lake, located on the outskirts of Rajkot, Gujarat, is a serene natural reservoir surrounded by lush greenery and hills. It is a popular spot for birdwatching, as migratory birds like pelicans, flamingos, and cranes frequently visit the lake. The tranquil environment makes it an ideal destination for picnics and leisurely outings. Its proximity to Randarda Lake enhances its appeal as a peaceful retreat for nature lovers."
Rajkot,Khambhalida Buddhist Caves,4.1,60,Historical,"Khambhalida Caves, also known as Rajkot Caves, are a set of three Buddhist caves. They are located near the Gondal town in the Rajkot district of Gujarat. They were discovered in the year 1958 by a renowned archaeologist, P.P. Pandya. Out of the three caves, the centre cave is named chaitya and is a worn out stupa."
Rajkot,Ishwariya Park,4.4,3,Wildlife/Nature,"Ishwariya Park, located in Rajkot, Gujarat, was inaugurated in 2008 by the then Chief Minister of Gujarat, Narendra Modi. Spanning 77 acres, the park features a vast lake that offers boating opportunities, especially during winters when the water levels are at their peak. The park’s expansive greenery and tranquil ambiance make it a popular destination for evening relaxation and leisure activities."
Rajkot,Aji Dam,4.4,2,Wildlife/Nature,"Dividing the city of Rajkot along its east-west line, the Aji river is one of the most important rivers of the region. It supplies considerable water for drinking as well as for agricultural purposes, and is also often referred to as the ‘lifeline of Rajkot’. There are four dams across the Aji river, which was completed in the year of 1954; the garden and the zoo were inaugurated later in June 2017, by the Prime Minister."
Rajkot,Nyari Dam,4.5,15,Wildlife/Nature,"Situated at a distance of 15 km from Rajkot in Gujarat, Nyari Dam is a scenic picnic spot that is frequented by several tourists. Besides, Nyari Dam also draws a lot of birdwatchers as the area is visited by several migratory birds especially during the winter season. As the spot is located on the outskirts of the city, it provides the much needed respite from the chaos and hustle bustle of the city."
Rajkot,Lang Library,4.4,0,Historical,"Situated on the Jawahar Road in Rajkot, Lang Library is one of the oldest archives in the city that boasts of a priceless collection of ancient literature. It is a haven for people who consider themselves avid readers or literature connoisseurs. It has the typical smell of old rustic books and parchments and inks. The library is mostly known for its incomparable collection on the Kathiawadi and Gujarati literature."
Rajkot,Naulakha Palace,4.3,38,Historical,"Naulakha Palace, located in Gondal near Rajkot, Gujarat, is a 17th-century architectural marvel and one of the oldest palaces in the region. Built by the Jadeja dynasty, it is named after its construction cost of nine lakh rupees, a significant sum during that time. The palace is known for its intricate carvings, balconies, and a beautiful durbar hall adorned with chandeliers and antique furniture."
Rajkot,Shri Dwarkadhish Temple (Jagat Mandir ),4.6,3,Temple,"Shri Dwarkadhish Temple in Rajkot, dedicated to Lord Krishna, is a revered spiritual site known for its intricate architecture and serene ambiance. Located in the heart of the city, the temple attracts devotees for its daily prayers and vibrant celebrations during festivals like Janmashtami. The temple's beautifully adorned deity and peaceful surroundings make it a popular place for spiritual reflection and cultural gatherings."
Rajkot,Analgadh Hill,3.9,33,Historical,"Situated at a distance of 17 km from Gondal city near Rajkot, Analgadh Hill is a small hillock and a popular weekend getaway and an escape from the chaos and din of the city. Boasting of stunning views of the valley below and sweeping views of the picturesque surroundings, there is also an ancient Hindu temple on the hill that is visited by a number of devotees and pilgrims."
Rajkot,Gondal,3.9,39,Historical,Gondal is known for its collection of automobiles as well as its efficient road network which was the best during the olden days. The city retains its grandeur and sense of royalty with the help of the Riverside Palace and the Darbargadh. The Riverside Palace which was built in 1875 is now a heritage hotel whose enormous grounds double into a forest reserve where individuals can occasionally spot deer and rare bird species.
Rajkot,Rampara Wildlife Sanctuary,4,30,Wildlife/Nature,"Located in a tranquil setting in Rajkot, Gujarat, Rampara Wildlife Sanctuary is sprawling acres of land boasting of rich wildlife, both in terms of flora and fauna. Considered to be a haven for bird lovers since the sanctuary attracts a lot of migratory birds in the likes of ring dove, large gray blabber, yellow-throated sparrow, purple sunbird, common peafowl and partridges etc."
Rajkot,Bal Bhavan,4.4,1,Wildlife/Nature,"Racecourse ground in Rajkot covers an area of 15,000 sq. yard and is house to many fun frolic and happening places, major among them being Bal Bhavan. As the name suggests, it mainly attracts children of all age groups. Initially built as a horse racing ground, Racecourse eventually converted into park and playgrounds exhibiting various sports grounds and activity rooms for children and elders."
Rajkot,Rashtriya Shala,3.9,2,Historical,"Situated on the Dr Yagnik Rd in Rajkot, Rashtriya Shala is an institute that is believed to have been set up by the Father of Our Nation - Mahatma Gandhi. Sprawling over a vast 66 acres of land area, the institute was set up in 1921, and the land for the same was donated by the then leader of Rajkot Shri Lakhajiraj."
Rajkot,Shri Ramakrishna Ashram,4.8,2,Temple,"Shri Ramakrishna Ashram in Rajkot is a spiritual retreat established in 1927, dedicated to the teachings of Sri Ramakrishna, Swami Vivekananda, and Holy Mother Sarada Devi. Situated near the city center, the ashram features a serene prayer hall, a well-stocked library, and a book store offering literature on spirituality and philosophy. I"
Rajkot,"ISKCON Temple, Rajkot",4.7,8,Temple,"The ISKCON Temple in Rajkot, also known as Sri Sri Radha Neelmadhav Dham, is a prominent spiritual and cultural center dedicated to Lord Krishna and Radha. Located on Kalavad Road, the temple features exquisite architecture, beautifully adorned idols, and a tranquil ambiance. It serves as a hub for spiritual activities, including kirtans, Bhagavad Gita discourses, and festivals like Janmashtami."
Rajkot,Prem Mandir,4.4,6,Temple,"Prem Mandir, also known as the Sacred Heart Cathedral, is a Syro-Malabar Catholic church located in Rajkot and is a unique religious and architectural landmark. Dedicated to the Sacred Heart of Jesus, the cathedral was designed by Ashwinbhai Sanghvi with intricate glasswork by Balan, combining traditional Indian temple and mosque styles."
Rajkot,Shree Khodaldham Temple,4.7,58,Temple,"Shree Khodaldham Temple, situated near Rajkot, is one of the largest temples in Gujarat dedicated to Goddess Khodiyar. The temple is a magnificent architectural marvel, with intricate carvings and grand structures, attracting both devotees and tourists. It serves as a cultural hub for the Leuva Patel community and hosts numerous religious and community events."
Rajkot,Randarda Lake,4.4,4,Wildlife/Nature,"Randarda Lake, located on the outskirts of Rajkot, is a serene freshwater lake known for its natural beauty and thriving biodiversity. It is a popular spot for birdwatching, as the lake attracts migratory birds, including pelicans, flamingos, and herons, especially during the winter months. The tranquil environment and picturesque setting make it a favorite among nature lovers and photographers."
Rajkot,The Eldorado Park,4.1,0,Wildlife/Nature,"The Eldorado Park is a popular recreational park located in Rajkot, offering a variety of leisure activities for visitors of all ages. The park features lush green spaces, walking paths, and well-maintained gardens, providing a peaceful environment for relaxation and outdoor activities. It also has a children's play area, making it a favorite spot for families."
Rajkot,Shree Ishwariya Mahadev Mandir,4.6,7,Temple,"Shree Ishwariya Mahadev Mandir, located near Ishwariya Park in Rajkot, Gujarat, is a revered Hindu temple dedicated to Lord Shiva. The temple is known for its peaceful surroundings and religious significance, attracting devotees throughout the year. It is particularly popular during Mahashivaratri when special rituals and celebrations take place. The temple’s serene ambiance makes it a prominent spiritual site in the region."
Rajkot,Ramanath Dham,4.7,25,Temple,"Ramanath Dham, located near Rajkot, Gujarat, is a prominent spiritual destination dedicated to Lord Shiva. Known for its grand temple architecture and peaceful environment, it attracts devotees seeking solace and blessings. The temple is particularly vibrant during religious occasions like Mahashivaratri, with special rituals and cultural events."
Saputara,Artist Village,3.4,0,Lakes/Rivers,"Just a few kilometers away from Satpura lake near Nasik road lies a beautiful village which exhibits spectacular artifacts of Bamboo, clothes and many other things."
Saputara,Hatgadh Fort,3.4,4,Historical,This remote fort built by the Maratha ruler Shivaji is a perfect spot for relaxation and to grasp in the picturesque panorama as the breeze caress your happy faces.
Saputara,Vansda National park,4.1,25,Wildlife/Nature,"Habitat of Tiger, Leopard, Python, Rusty cat, Giant squirrel, Four horned deer and many others. This Forest which belonged to Vansda is rich in greenery and covers twenty four kilometers square of area and has Vansda- Waghai state highway and Railway link connecting Ahwa and Bilmora running through it."
Saputara,Sunrise and sunset point,3.4,1,Mountains,Just next to Malegaon there is a spot which is known as a spot to cherish the beauty of Sunrise and is known as the Sunrise point or Valley view point.
Saputara,Saputara lake,3.4,0,Lakes/Rivers,It is a beautiful and serene lake known for boating and the lush green and colourful garden on both sides. It is best visited in the morning for walks to enjoy some peaceful time.
Saputara,Gira falls,3.1,32,Wildlife/Nature,"As you sip in the tea or coffee from the stalls nearby, enjoying the picturesque panorama and the 150 feet tall waterfall roars down the edge, you will praise the wonder of the nature."
Saputara,Saputara Museum,3.1,0,Historical,"Saputara museum exhibits the lifestyle, culture and history of people of Dang, majority of which are Adivasis."
Saputara,Purna Wildlife Sanctuary,3.1,38,Wildlife/Nature,"Recorded as the forest with highest average rainfall, Purna sanctuary is a part of lush green forest in northern parts of Dang. It is said that during Mughal period wild bears, sloths bear, rhinoceros etc. used to roam around here."
Saputara,Nageshwar Mahadev Temple,3.9,1,Temple,"The Nageshvara Jyotirlinga is one of the twelve Jyotirlinga shrines, and is believed to be one of the most holy temples of Gujarat. The presiding deity here is Lord Shiva, whose shrine is placed in an underground chamber. The temple is excessively crowded by devotees on the occasion of Shivaratri."
Saputara,Townview Point,3.9,1,Mountains,"One of the most famous attractions in Saputara, the Townview Point offers tourists with a panoramic view of the entire town. Since the place is located at a higher level than the town, it acts as a vantage point. The best part about the attraction is the night view of Saputara that it offers."
Saputara,Saputara Tribal Museum,3.9,0,Historical,"The Sapatura Tribal Museum provides insights into the lifestyle, costumes, heritage and ecology of the tribal Dangs who inhabit the area. Visitors can learn more about stone funerary columns, grass ornaments, stuffed birds, woodcarving, clay ritual objects, body tattoos, masks used in dance-dramas and musical instruments at the museum."
Saputara,Step Garden,3.9,0,Wildlife/Nature,"A uniquely developed garden built entirely on steps, the Step Garden on the Table Land Road is home to a variety of flowerpots, plants and exquisite wooden work. Forest huts have also been placed in the centre of this garden for tourists, in addition to a play area for kids."
Saputara,Forest Nursery,3.9,0,Wildlife/Nature,"The Forest Nursery is a vibrant collection of flowering plants, creepers, fruit bearing trees and other flora that is controlled by the Forest Department of Saputara. The nursery is especially famous for its variety of Hibiscus flowers, and tourists can buy plants and trees from the attraction at reasonable prices."
Saputara,Forest Log Hut,3.9,1,Wildlife/Nature,"Located on the top of a hill in front of the Saputara Lake, the Sapatura Forest Log Hut is made out of wooden building blocks, and comprises of just five rooms in all. The log hut is managed by the forest department, and tourists can stay here after obtaining recommendation from the concerned department."
Saputara,Echo Point,3.9,1,Lakes/Rivers,"Located amidst other beautiful places like King George Point, Louisa Point and Charlotte Lake , the Echo Point in Saputara enables tourists to hear their own voice echo over and over again from the surroundings. Not only this aspect, but the scenic beauty and the trek make the place worth a visit."
Saputara,"Rose Garden, Saputara",3.9,0,Wildlife/Nature,"The Saputara Rose Garden is home to several species of roses that are planted here, which attract nature lovers from far and near. Located quite close to the Lake Garden and Step Garden, the garden is best visited during spring when the flowers here are in full bloom."
Saputara,Honey Bees Centre,3.9,0,Wildlife/Nature,"The Honey Bee Centre provides tourists with insights into the different stages of rearing honey bees, right up to the point where honey is finally collected. Visitors can also purchase fresh honey from here, and at the same time, learn to respect the natural environment of this species."
Saputara,The Ropeway,3.9,1,Mountains,"The Ropeway Cable offers a panoramic view of the entire city from an altitude of about 30 feet. The cable cars are well suited for the physically challenged as well as the elderly. They start from the Sunset Point, and carry tourists up to the Governor's Hill and Sunrise Point."
Saputara,Lake Garden,3.9,1,Lakes/Rivers,"One of the prime attractions of Saputara, the Lake Garden or the Lake View Garden is a well manicured garden that is home to different types of plants and trees. It also has a play area for the children, and is best visited in the months between March and August."
Saputara,Don Hill Station,4.4,51,Mountains,"Nestled in Dang district of Gujarat, Don is a village hill station situated at an altitude of 1000 meters. It is the second hill station in the state after Saputara and also higher in elevation than the former. A day's trip to Don is enough to capture the rich bio-diversity of the hill station. You will be welcomed by pleasant weather with cold temperatures ranging between 32 degrees C to 17 degrees C. Named after the mythical warrior and guru Dronacharya; Don Hill Station is a laid back village with a tribal population of around 1200. That being said, the place brims with culture and heritage."
Somnath,Somnath Jytorilinga Temple,4.5,3,Temple,"A highly revered religious site for Hindus, the Somnath Temple is one of the 12 Jyotirlingas of India. The Jyotirlinga is adorned with flowers, ornaments of silver and gold and people from far and wide come to worship it. It is first of the twelve Jyotirlinga shrines of Lord Shiva."
Somnath,Bhalka Tirth,3.9,1,Temple,"Bhalka Tirth is a renowned Hindu pilgrim centre which is believed to be the location where Lord Krishna was shot by a hunter's arrow. According to the sacred scripts, Lord Krishna's death marks the end of the Dvapara Yug and the beginning of the Kali Yug. The tirth has a temple dedicated to Lord Krishna and is called Mahaprabhuji's Bethak."
Somnath,Somnath Beach,4.4,3,Beaches,"Beaches of Somnath, though crowded, have the power to lure you away in a different world of soothing waves. The beaches are not recommended for swimming but are definitely a great point to relax and unwind."
Somnath,Paanch Pandav Gufa,4.3,3,Temple,"Discovered by the late Baba Narayandas in the year 1949, the temple was dedicated to the five Pandava Brothers. The location of the temple is such that one can view the entire city and get mesmerized just by looking at it."
Somnath,Laxminarayan Temple,4,3,Temple,"Located on the Somnath shore, the presiding deity, Lord Laxminarayan is an incarnation of Lord Vishnu. Reflects modern architectural design, this temple is famous for the carvings on its 18 pillars which have the sacred message of Krishna in the form of Bhagwadgita."
Somnath,Triveni Sangam Temple,3.9,4,Temple,"The confluence of the three rivers Hiran, Kapila and Saraswati this is the point where the rivers meet the mighty Arabian Sea. Triveni Sangam is believed to be a very sacred Moksha Tirtha for Hindus."
Somnath,Chorwad Beach,3.9,35,Beaches,"Located in Somnath, Chorwad Beach is one of the most serene and tranquil places to relax and enjoy. The whole place offers picture-perfect views especially during sunrise and sunset which are a must witness."
Somnath,Suraj Mandir,3.1,3,Temple,"Suraj Mandir too is situated near the Triveni Ghats and is one of the few temples dedicated to the Sun God. There are depictions of elephants, lions and various other birds and animals in the temple."
Somnath,Parshuram Temple,3,0,Temple,The temple lies on the banks of the holy river Triveni where Lord Parshuram is believed to have conducted his penance. One of the rare temple dedicated to Lord Parshuram this temple provides visitors with a scenic surrounding and picturesque landscapes.
Somnath,Dehotsarg Teerth,3.9,3,Temple,"Dehotsarg Teerth is an important pilgrim centre for the Hindus as this is where Lord Krishna breathed his last after he was shot by Jara's arrow. The location is marked by Lord Krishna's footprints. It is also believed that Krishna's brother, Baldev, also accompanied him in the form of a serpent crawling through the Balramjiki Gufa nearby."
Somnath,Shashibhushan Mahadev and Bhidbhanjan Ganpatiji Temple,3.1,1,Beaches,Located about 4km away from the city on the highway along the beautiful sea shore. Bhidbhanjan is the savior form of Ganesha and is worshipped here along with Shiva.
Somnath,Kamnath Mahadev Temple,3.1,285,Beaches,This temple built nearly 200 years ago by a King is now one of the most popular temples of Somnath. The King believed that a dip in the pond in the vicinity could cure humans of any disease.
Somnath,Gita Temple,3.1,4,Temple,"Built at the Triveni Ghat, where three rivers meet the ocean, the Gita Temple is a beautiful structure dedicated to Lord Krishna built by the Birlas in the 70s. The beautifully capturing white marble structure has a depiction of the hymns of the Gita intricately engraved on the walls."
Somnath,Prabhas Patan Museum,3.9,3,Historical,"Prabhas Patan Museum was established in the mid-1900s and has a stunning collection of ancient temple remains, inscriptions, idols of deities, water from sacred rivers, etc. that signify the union of Saraswati, Kapila and Hiranya. One of the most important Shivalingas, the Kalbhairav Linga, is also believed to be hidden amidst the remains, which the Moon God worships. The attraction, therefore, has immense religious and archaeological importance."
Somnath,Junagadh Gate,3.9,69,Temple,Junagadh Gate is a historic monument which is believed to be the gate that Mahmud of Gazni entered to loot and destroy the Somnath Temple. The splendid monument now serves as a landmark and is made of stone with chattris and sculpted tigers on top of it.
Somnath,Prachi Tirth,3.9,23,Temple,"Prachi Tirth is a religious centre important for performing the sacred rituals for the ancestors. According to a legend, Lord Krishna, who was a descendant of the Yaduvansh, performed rituals at the tirth for his ancestors. Religiously, Prachi tirth is considered just as important as Kashi for the Hindu ceremonies."
Surat,Ambika Niketan Temple,4.7,4,Temple,"Ambika Niketan Temple, located on the banks of the Tapi River in Surat, is a prominent Hindu temple dedicated to Goddess Ambika. Built in 1969, it is a spiritual hub known for its serene ambiance and intricate architecture. The temple hosts vibrant Navratri celebrations and attracts devotees seeking blessings and tranquility."
Surat,Sarthana Nature Park,4.1,6,Wildlife/Nature,"Sarthana Nature Park in Surat is a sprawling green haven of 81 acres and the largest zoo in Gujarat. It houses diverse wildlife, including lions, tigers, leopards, and exotic birds, making it a popular spot for families and nature enthusiasts. The park's lush environment, walking trails, and well-maintained enclosures offer a relaxing yet engaging experience."
Surat,Jagdishchandra Bose Aquarium,4.3,4,Wildlife/Nature,"Jagdishchandra Bose Aquarium in Surat is India’s first multidisciplinary aquarium, featuring over 100 aquatic species across 36 themed tanks. Highlights include marine life like sharks, stingrays, and eels, as well as unique setups like the Amazon Tank and Touch Pool. Its immersive exhibits and educational displays make it a must-visit for families and marine enthusiasts."
Surat,Dumas Beach,4.2,13,Beaches,"Dumas Beach, located along the Arabian Sea near Surat, is famous for its black sand and mysterious reputation as one of India's most haunted spots. Popular among locals for evening strolls and street food, the beach offers stunning sunsets and a breezy coastal ambiance. Its unique blend of natural beauty and eerie folklore makes it an intriguing spot for a lot of tourists."
Surat,Surat Castle,4.4,3,Historical,"Surat Castle, built in the 16th century by Sultan Mahmood III, is a historic fortress that stands as a symbol of Surat's rich heritage. Strategically located along the Tapi River, it was constructed to defend the city from Portuguese invasions. The castle features robust stone architecture, offering visitors a glimpse into its military past."
Surat,"ISKCON Temple, Surat",4.6,9,Temple,"Sprawled over a whopping 13,600 sq. feet, the ISCKON temple of Surat is one of the biggest temple complexes in the city. The serene spiritual retreat dedicated to Lord Krishna and Radha. Known for its stunning architecture, vibrant festivals, and devotional activities, visitors can participate in soulful kirtans, savor prasadam, and explore the temple’s serene gardens."
Surat,Sneh Rashmi Botanical Garden,4.3,8,Wildlife/Nature,"Sneh Rashmi Botanical Garden, located in the serene outskirts of Surat, spans 1.41 hectares and was established in 2011. Known for its lush landscapes and vibrant flora. Its eco-friendly design features a variety of plant species, including ornamental and medicinal plants.The garden also features themed zones, an artificial lake, and toy train rides, making it a popular spot for nature walks and family outings."
Surat,Science Centre,4.3,4,Wildlife/Nature,"The Science Centre in Surat, established in 2009, is located in the city's Gopi Talav area. Spread across 2.5 acres, it features interactive exhibits on physics, biology, and astronomy, aimed at engaging visitors in scientific learning. The center includes a planetarium, a dinosaur park, and a 3D theatre, making it an educational and fun destination for all ages."
Surat,VR Mall,4.5,8,Urban/Modern,"Located in the Magdalla neighborhood of Surat, VR Mall is a stop shopping destination in town. Boasting of high end brands and retail stores, the mall sprawls over 615000 sq. ft..The mall also hosts cultural events and festivals and is a mix of private- public partnerships. Besides, it has a huge PVR where you can watch latest Bollywood and Hollywood movies and sometimes regional also, and a gaming zone for the kids."
Surat,Chintamani Jain Temple (Wooden Temple),4.7,4,Temple,"Chintamani Jain Temple, also known as the Wooden Temple, is a 400-year-old Jain temple located near Rani Talab in Surat. Famous for its intricate wooden carvings and vegetable dye paintings depicting Jain preacher Acharya Hemchandra and King Kumarpala, the temple is dedicated to Lord Adinatha, the first Tirthankara."
Surat,Gopi Talav,4.3,2,Historical,"Located in the Gopipura area of Surat in Gujarat, Gopi Talav is an ancient artificial lake that has lately become one of the most popular recreational spots in town. Built in circa 1510 CE by Malik Gopi- the then Governor and affluent merchant, the lake now is being managed by Surat Municipal Corporation. Boasting of lush green surroundings, the urban lake has a gorgeous fountain in the centre."
Surat,Dutch Garden,4.1,3,Wildlife/Nature,"Located in the Nanpura neighborhood in Surat, The Dutch Garden is a major attraction in town which is an oasis of greenery amidst the chaos and cacophony of the city. Flocked by hundreds of tourists on an everyday basis, the garden has been designed in a European style and boasts of well manicured gardens, vibrant flower beds, sparkling fountains and vast sprawling grassy carpeted lawns."
Surat,Gavier Lake,4.5,11,Wildlife/Nature,"Gavier Lake, located in Surat, is a man-made reservoir spread over 100 acres, primarily used for irrigation and water conservation. It is a popular spot for birdwatching, especially during the migratory season, attracting various species of waterfowl. The lake is surrounded by lush greenery and provides a peaceful retreat for nature lovers and locals seeking outdoor recreation."
Surat,Rammadhi,4.6,9,Temple,"Rammadhi Surat, located on the banks of the Tapi River, is a prominent pilgrimage site known for the Rammadhi Temple dedicated to Lord Ram. The site also includes the Navgraha Temple and a shrine to Lord Shani. Surrounded by lush landscapes, it offers a peaceful ambiance, with the Ram dhun playing to create a serene, spiritual atmosphere for visitors."
